State,District,Latitude,Longitude,Population in 2001,Population in 2011
Chhattisgarh,Dhamtari,20.554912627291245,81.7569195519348,706591,799781
Chhattisgarh,Durg,21.194463849287164,81.33181639511197,2810436,3343872
Chhattisgarh,Janjgir-Champa,21.961093750000025,82.80495408653844,1317431,1619707
Chhattisgarh,Jashpur,22.77286167664669,83.8703962075848,743160,851669
Chhattisgarh,Korba,22.491712499999995,82.57604326923074,1011823,1206640
Chhattisgarh,Koriya,23.504127768595012,82.12515636363634,586327,658917
Chhattisgarh,Mahasamund,21.223727037773358,82.65925427435384,860257,1032754
Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,1265529,1493984
Chhattisgarh,Raipur,20.88603153846152,82.20032759615388,3016930,4063872
Chhattisgarh,Surguja,23.327192787286073,83.23582493887531,1972094,2359886
Goa,North Goa,15.548723418714054,73.80667997909038,758573,818008
Goa,South Goa,15.195278658183785,73.94179259687701,589095,640537
Gujarat,Amreli,21.048326493108718,71.43457637825426,1393918,1514190
Gujarat,Anand,22.282718206229863,72.57782051557454,1856872,2092745
Gujarat,Banas Kantha,24.25853896551725,71.93205252873561,2504244,3120506
Gujarat,Bharuch,21.75787276237761,72.67326346710801,1370656,1551019
Gujarat,Bhavnagar,21.70219390341736,72.16272632761141,2469630,2880365
Gujarat,Gandhinagar,23.19367979002625,72.67221679790026,1237168,1391753
Gujarat,Jamnagar,22.410600414263328,69.62062005768232,1904278,2160119
Gujarat,Junagadh,20.929523011609785,70.54733890140345,2448173,2743082
Gujarat,Kachchh,23.48057203301311,68.82192301497915,1583225,2092371
Gujarat,Kheda,22.887653125000018,73.018803515625,2037894,2299885
Gujarat,Narmada,21.706663862928334,73.68403208722742,514404,590297
Gujarat,Navsari,20.866973318871995,72.86184869848157,1229463,1329672
Gujarat,Patan,23.80634198473284,71.75162977099238,1182709,1343734
Gujarat,Porbandar,21.550923516515713,69.71896987722886,536835,585449
Gujarat,Rajkot,22.406033777154878,70.83679439383323,3169881,3804558
Gujarat,Sabar Kantha,23.71803594548552,73.13638790459964,2082531,2428589
Gujarat,Surat,21.25761372772093,72.93488716344339,4275540,6081322
Gujarat,Surendranagar,22.82672007299272,71.48358740875906,1515148,1756268
Gujarat,The Dangs,20.801633877551023,73.68835183673471,186729,228291
Gujarat,Vadodara,22.26133739279589,73.49433010291594,3641802,4165626
Gujarat,Valsad,20.44238231644259,72.91485847983449,1410553,1705678
Haryana,Ambala,30.350367231638398,76.94970310734456,1014411,1128350
Haryana,Bhiwani,28.728868064516128,76.02110225806452,1425022,1634445
Haryana,Faridabad,28.148731097560983,77.3271853658537,1365465,1809733
Haryana,Fatehabad,29.57298318584072,75.54608716814157,806158,942011
Haryana,Gurgaon,28.043894789579163,77.01935130260524,870539,1514432
Haryana,Hisar,29.236287311178252,75.84324682779452,1537117,1743931
Haryana,Jhajjar,28.596518681318692,76.61137142857146,880072,958405
Haryana,Jind,29.45149821958457,76.29598575667653,1189827,1334152
Haryana,Kaithal,29.960685390946487,76.37698930041155,946131,1074304
Haryana,Karnal,29.703200647249204,76.87488025889972,1274183,1505324
Haryana,Kurukshetra,30.05652659846548,76.78774680306903,825454,964655
Haryana,Mahendragarh,28.1352161458333,76.14018072916659,812521,922088
Haryana,Panchkula,30.700897142857126,76.97173238095236,468411,561293
Haryana,Panipat,29.343521341463422,76.92895914634147,967449,1205437
Haryana,Rewari,28.19164714828897,76.55956007604564,765351,900332
Haryana,Rohtak,28.892517647058817,76.53123235294117,940128,1061204
Haryana,Sirsa,29.63583446327684,74.90970480225988,1116649,1295189
Himachal Pradesh,Bilaspur,31.378042290748898,76.65316079295157,340885,381956
Himachal Pradesh,Chamba,32.66741814595661,76.39354063116366,460887,519080
Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594,412700,454768
Himachal Pradesh,Kangra,32.14093603238864,76.41205910931173,1339030,1510075
Himachal Pradesh,Kinnaur,31.606671840659327,78.51613736263741,78334,84121
Himachal Pradesh,Kullu,31.909119220779253,77.40922649350647,381571,437903
Himachal Pradesh,Mandi,31.63580594059405,76.96556930693067,901344,999777
Himachal Pradesh,Shimla,31.15572545180725,77.62573042168668,722502,814010
Himachal Pradesh,Sirmaur,30.682764453961443,77.43184689507494,458593,529855
Himachal Pradesh,Solan,31.038643119266037,76.94442140672783,500557,580320
Himachal Pradesh,Una,31.58330388349513,76.18353932038835,448273,521173
Jharkhand,Bokaro,23.6814965034965,85.98398374125864,1777662,2062330
Jharkhand,Chatra,24.11619945750453,84.93295804701627,808135,1042886
Jharkhand,Deoghar,24.33070100755672,86.75697632241814,1165390,1492073
Jharkhand,Dhanbad,23.854509090909094,86.40372924901185,2397102,2684487
Jharkhand,Dumka,24.275006125574265,87.27662450229711,1106521,1321442
Jharkhand,Garhwa,24.082114689265534,83.68664265536722,1035464,1322784
Jharkhand,Giridih,24.30578509874329,86.08710915619386,1905343,2445474
Jharkhand,Godda,24.8189,87.29417354838709,1047939,1313551
Jharkhand,Gumla,23.078532948929148,84.55056787479396,832447,1025213
Jharkhand,Jamtara,23.97873318077801,86.95325080091534,653081,791042
Jharkhand,Latehar,23.72511185840708,84.48298743362838,560894,726978
Jharkhand,Lohardaga,23.488796043165483,84.6605169064748,364521,461790
Jharkhand,Pakur,24.572604280821892,87.69691969178076,701664,900422
Jharkhand,Palamu,24.196925968109337,84.20310842824594,1537465,1939869
Jharkhand,Ranchi,23.18423506139155,85.31781937244203,2350245,2914253
Jharkhand,Sahibganj,24.93667989690721,87.68264097938143,927770,1150567
Jharkhand,Simdega,22.60876039119805,84.59193691931536,514320,599578
Karnataka,Bagalkot,16.15860676328503,75.64526070853469,1651892,1889752
Karnataka,Bangalore Rural,12.936827087794446,77.47369314775169,850968,990923
Karnataka,Belgaum,16.16107219152853,74.72329042357275,4214505,4779661
Karnataka,Bellary,15.074377548209373,76.47228471074374,2027140,2452595
Karnataka,Bidar,17.950361730769227,77.1945996153846,1502373,1703300
Karnataka,Bijapur,16.84015316666667,75.95909166666667,1806918,2177331
Karnataka,Chitradurga,14.29102220394736,76.57821957236844,1517896,1659456
Karnataka,Davanagere,14.330414586709885,75.91723841166937,1790952,1945497
Karnataka,Dharwad,15.34383137697517,75.13831264108359,1604253,1847023
Karnataka,Gadag,15.507128256880744,75.64861302752298,971835,1064570
Karnataka,Gulbarga,17.070459515951594,76.87503850385032,2174742,2566326
Karnataka,Hassan,12.945098749999998,76.11049549999997,1721669,1776421
Karnataka,Haveri,14.73758280922432,75.3961230607966,1439116,1597668
Karnataka,Kodagu,12.39684468085106,75.79336595744687,548561,554519
Karnataka,Kolar,13.312799881235172,78.01376947743476,1387062,1536401
Karnataka,Koppal,15.651253271028034,76.16170485981309,1196089,1389920
Karnataka,Mandya,12.574901806239744,76.81570098522172,1763705,1805769
Karnataka,Mysore,12.248100259403367,76.52881802853437,2641027,3001127
Karnataka,Raichur,16.050795353982295,76.87368606194688,1669762,1928812
Karnataka,Shimoga,14.063845885634592,75.17882078103197,1642545,1752753
Karnataka,Tumkur,13.592467760074973,77.02297966260545,2584711,2678980
Karnataka,Udupi,13.450404228534568,74.72009990316337,1112243,1177361
Kerala,Alappuzha,9.542602965599087,76.38010796263319,2109160,2127789
Kerala,Ernakulam,10.004879301987431,76.26957729035381,3105798,3282388
Kerala,Idukki,9.80480963855423,77.04586641566264,1129221,1108974
Kerala,Kannur,11.941523076923056,75.35209891725934,2408956,2523003
Kerala,Kasaragod,12.33310309912974,75.07768497134369,1204078,1307375
Kerala,Kollam,8.929388820570157,76.63607758524309,2585208,2635375
Kerala,Kottayam,9.643701174068417,76.46059673302705,1953646,1974551
Kerala,Kozhikode,11.392924270557025,75.71158720159153,2879131,3086293
Kerala,Malappuram,10.973298756660721,75.93910775606876,3625471,4112920
Kerala,Palakkad,10.784926903553293,76.49980490693744,2617482,2809934
Kerala,Thiruvananthapuram,8.537101759082223,76.88711502868074,3234356,3301427
Kerala,Thrissur,10.458932647907687,76.12321940836945,2974232,3121200
Kerala,Wayanad,11.715277464788734,76.07587007042254,780619,817420
Madhya Pradesh,Anuppur,23.18184220430107,81.86560000000007,667155,749237
Madhya Pradesh,Ashoknagar,24.630988461538447,77.82974493927135,688940,845071
Madhya Pradesh,Balaghat,21.80020720640569,80.42170053380795,1497968,1701698
Madhya Pradesh,Barwani,21.702135714285728,74.91004719710673,1086366,1385881
Madhya Pradesh,Betul,21.964626315789474,77.78734281891171,1395175,1575362
Madhya Pradesh,Bhind,26.35951126187245,78.7618324287653,1428559,1703005
Madhya Pradesh,Bhopal,23.48072614379085,77.39246623093679,1843510,2371061
Madhya Pradesh,Burhanpur,21.364567254408065,76.24460478589425,634883,757847
Madhya Pradesh,Chhatarpur,24.813637376460004,79.56449299191374,1474723,1762375
Madhya Pradesh,Chhindwara,22.227966971713823,78.76413136439255,1849283,2090922
Madhya Pradesh,Damoh,23.76624407960196,79.47049303482588,1083949,1264219
Madhya Pradesh,Datia,25.90226439560441,78.63916571428574,664159,786754
Madhya Pradesh,Dewas,22.7851110021322,76.46088805970156,1308223,1563715
Madhya Pradesh,Dhar,22.572681718963157,75.1105620736698,1740329,2185793
Madhya Pradesh,Dindori,22.837384370477572,81.04332966714911,580730,704524
Madhya Pradesh,Guna,24.490439271781558,77.2235895968791,977827,1241519
Madhya Pradesh,Gwalior,26.040744419642852,78.12782433035713,1632109,2032036
Madhya Pradesh,Harda,22.227659781121783,77.07022571819434,474416,570465
Madhya Pradesh,Hoshangabad,22.595268801996703,78.02168094841929,1084265,1241350
Madhya Pradesh,Indore,22.680265752128648,75.9133801324502,2465827,3276697
Madhya Pradesh,Jabalpur,23.18525572327043,79.98328754716981,2151203,2463289
Madhya Pradesh,Jhabua,22.419578015397764,74.4092161676647,784286,1025048
Madhya Pradesh,Katni,23.724416229116937,80.33819665871127,1064167,1292042
Madhya Pradesh,Mandla,22.70348712446353,80.38600543633753,894236,1054905
Madhya Pradesh,Mandsaur,24.192787640449442,75.43588667736759,1183724,1340411
Madhya Pradesh,Morena,26.37313504531724,77.88447341389724,1592714,1965970
Madhya Pradesh,Neemuch,24.703118933333357,75.06608186666664,726070,826067
Madhya Pradesh,Panna,24.451325840092654,80.21133001158752,856558,1016520
Madhya Pradesh,Raisen,23.292518206521727,78.16305495923909,1125154,1331597
Madhya Pradesh,Rajgarh,23.785499026425587,76.66431223922115,1254085,1545814
Madhya Pradesh,Ratlam,23.503562290502792,75.14895782122909,1215393,1455069
Madhya Pradesh,Rewa,24.861184625158852,81.57572465057183,1973306,2365106
Madhya Pradesh,Sagar,23.800318709677374,78.71940357771274,2021987,2378458
Madhya Pradesh,Satna,24.62777621776502,80.75547048710598,1870104,2228935
Madhya Pradesh,Sehore,22.929719967965802,77.06780202883084,1078912,1311332
Madhya Pradesh,Seoni,22.33230487804874,79.66053863928111,1166608,1379131
Madhya Pradesh,Shahdol,23.448598645598192,81.4596831828442,908148,1066063
Madhya Pradesh,Shajapur,23.56662031722055,76.33555181268885,1290685,1512681
Madhya Pradesh,Sheopur,25.78014810996563,77.16911116838484,559495,687861
Madhya Pradesh,Shivpuri,25.378024518743672,77.74861600810549,1406031,1726050
Madhya Pradesh,Sidhi,24.17547189952905,82.1053783359498,910983,1127033
Madhya Pradesh,Tikamgarh,25.14099852104666,78.89357064846428,1202998,1445166
Madhya Pradesh,Ujjain,23.319288862745065,75.80383717647058,1710982,1986864
Madhya Pradesh,Umaria,23.59601063063061,80.90879477477475,515963,644758
Madhya Pradesh,Vidisha,23.82838307984792,77.9013507604563,1214857,1458875
Maharashtra,Akola,20.746310479041906,77.12122320359276,1629633,1813906
Maharashtra,Amravati,21.165209918107358,77.67583503184724,2607160,2888445
Maharashtra,Aurangabad,20.0979228832952,75.32072196796334,2902602,3701282
Maharashtra,Bhandara,21.211792649727744,80.10950199637023,1136146,1200334
Maharashtra,Chandrapur,20.095609090909072,79.31556380471388,2071101,2204307
Maharashtra,Dhule,21.274018690400514,74.58719071837263,1707947,2050862
Maharashtra,Hingoli,19.59525302245251,77.09239412780653,987160,1177345
Maharashtra,Jalgaon,20.8828943415638,75.55140421810695,3682690,4229917
Maharashtra,Jalna,19.984612534818933,75.98473607242339,1607391,1959046
Maharashtra,Kolhapur,16.44881301587301,74.12897150793648,3523162,3876001
Maharashtra,Latur,18.348687268993853,76.75812607802874,2080285,2454196
Maharashtra,Nagpur,21.196556862745105,79.02166176470584,4067637,4653570
Maharashtra,Nanded,19.209316983017,77.6829048951049,2876259,3361292
Maharashtra,Nandurbar,21.523175625248147,74.32638757443429,1311709,1648295
Maharashtra,Nashik,20.266912871287147,74.03824168316828,4993796,6107187
Maharashtra,Osmanabad,18.19459456066944,75.9949557531381,1486586,1657576
Maharashtra,Parbhani,19.31032425249168,76.70163338870431,1527715,1836086
Maharashtra,Pune,18.51696171428573,74.12922881632646,7232555,9429408
Maharashtra,Ratnagiri,17.210195070127703,73.25725893866405,1696777,1615069
Maharashtra,Sangli,17.154930181086502,74.70713822937628,2583524,2822143
Maharashtra,Satara,17.6737908974359,74.18052064102558,2808994,3003741
Maharashtra,Sindhudurg,16.170948049777163,73.51329008172344,868825,849651
Maharashtra,Solapur,17.837357937584812,75.42394823609216,3849543,4317756
Maharashtra,Thane,19.698767747440268,72.79882742564581,8131849,11060148
Maharashtra,Wardha,20.80743024390242,78.57259105691062,1236736,1300774
Maharashtra,Washim,20.282282394366213,77.25502394366208,1020822,1197160
Maharashtra,Yavatmal,20.04258346738159,78.05326371760479,2458271,2772348
Manipur,Bishnupur,24.507121118012428,93.8246236024845,208368,237399
Manipur,Chandel,24.2635812987013,94.09443844155844,118327,144182
Manipur,Churachandpur,24.30309718875504,93.38671506024085,227905,274143
Manipur,Senapati,25.08465586034914,94.03366234413956,283621,479148
Manipur,Tamenglong,24.98312942238265,93.49450740072204,111499,140651
Manipur,Thoubal,24.545392553191494,93.97959893617023,364140,422168
Manipur,Ukhrul,25.05900314960629,94.44129566929138,140778,183998
Meghalaya,East Garo Hills,25.82728228228228,90.64684924924916,252399,317917
Meghalaya,East Khasi Hills,25.303763888888888,91.75922519841272,660923,825922
Meghalaya,Jaintia Hills,25.339595570698442,92.376081601363,299108,395124
Meghalaya,South Garo Hills,25.24056857855361,90.64560349127176,110244,142334
Meghalaya,West Garo Hills,25.495285185185185,90.03709947089943,507309,643291
Meghalaya,West Khasi Hills,25.50088992673993,91.25364542124538,296049,383461
Mizoram,Aizawl,23.90781335453101,92.85359459459472,325676,400309
Mizoram,Champhai,23.541665809768663,93.24221799485862,107793,125745
Mizoram,Kolasib,24.2020004347826,92.73470391304348,65960,83955
Mizoram,Lawngtlai,22.36102843137253,92.66964156862751,87592,117894
Mizoram,Lunglei,23.007717036172675,92.63512555425892,137223,161428
Mizoram,Mamit,23.73852942502819,92.4330803833147,62785,86364
Mizoram,Saiha,22.35744801061008,93.02827931034487,47084,56574
Mizoram,Serchhip,23.263864705882344,92.914158496732,54460,64937
Nagaland,Dimapur,25.81417681159423,93.75074057971014,308429,378811
Nagaland,Kohima,25.603114285714284,93.78600657596373,219913,267988
Nagaland,Mokokchung,26.47891176470589,94.52242600619199,232085,194622
Nagaland,Mon,26.692073743016763,95.03072988826828,260652,250260
Nagaland,Phek,25.632729865771818,94.56814563758392,148195,163418
Nagaland,Tuensang,26.211044532803157,94.85809880715708,186003,196596
Nagaland,Wokha,26.20261155115511,94.1990815181518,161223,166343
Nagaland,Zunheboto,26.028178205128214,94.50026666666668,154598,140757
Punjab,Amritsar,31.548679820627772,74.79883856502238,2157020,2490656
Punjab,Bathinda,30.190524611973352,75.05685898004437,1183295,1388525
Punjab,Faridkot,30.591187250996022,74.79751553784862,550892,617508
Punjab,Fatehgarh Sahib,30.64290947368421,76.36208394736842,538470,600163
Punjab,Firozpur,30.634075352112692,74.40245732394365,1746107,2029074
Punjab,Gurdaspur,32.04283371212125,75.3204064393939,2103455,2298323
Punjab,Hoshiarpur,31.551571698113193,75.8469857442349,1481292,1586625
Punjab,Jalandhar,31.25033690721651,75.54400350515463,1962761,2193590
Punjab,Kapurthala,31.336592638036837,75.47641165644177,754521,815168
Punjab,Ludhiana,30.76596397379912,75.83110851528383,3032831,3498739
Punjab,Mansa,29.919547714285727,75.4304922857143,688758,769751
Punjab,Moga,30.756540067340065,75.16008451178449,894793,995746
Punjab,Patiala,30.214540380693364,76.27505893949697,1584780,1895686
Punjab,Rupnagar,30.91093733075435,76.53743500967127,628846,684627
Punjab,Sangrur,30.185045204336895,75.89437014178496,1473242,1655169
Rajasthan,Ajmer,26.199300378787907,74.6990419191919,2178447,2583052
Rajasthan,Alwar,27.55271738035265,76.65359630562563,2991552,3674179
Rajasthan,Banswara,23.453642032967014,74.44246868131869,1420601,1797485
Rajasthan,Baran,24.98023243243244,76.86210651828291,1021473,1222755
Rajasthan,Barmer,25.77070908045978,71.50297126436782,1964835,2603751
Rajasthan,Bharatpur,27.32411858037578,77.21752077244258,2100020,2548462
Rajasthan,Bhilwara,25.45119767759564,74.63947595628417,2020969,2408523
Rajasthan,Bikaner,28.124890683229808,73.2694332298137,1696039,2363937
Rajasthan,Bundi,25.48580716049379,75.79984074074079,962620,1110906
Rajasthan,Churu,28.29330375536484,74.65846427038629,1902110,2039547
Rajasthan,Dausa,26.912348176291808,76.57342097264443,1323002,1634409
Rajasthan,Dungarpur,23.75104807692308,73.84765641025645,1107643,1388552
Rajasthan,Hanumangarh,29.181335179153105,74.74632573289902,1518005,1774692
Rajasthan,Jaipur,27.03345929018789,75.77117286012533,5251071,6626178
Rajasthan,Jaisalmer,26.86900838548185,71.18371877346682,508247,669919
Rajasthan,Jhalawar,24.247255414746572,76.11242891705066,1180323,1411129
Rajasthan,Jodhpur,26.678460838536967,73.00450847457628,2886505,3687165
Rajasthan,Karauli,26.51901555555556,76.96081818181815,1205888,1458248
Rajasthan,Kota,25.17571808000001,76.18618928000002,1568705,1951014
Rajasthan,Nagaur,27.078620160481464,74.14215667001012,2775058,3307743
Rajasthan,Pali,25.80490393541874,73.55285640766905,1820251,2037573
Rajasthan,Rajsamand,25.248947674418588,73.96570215946844,982523,1156597
Rajasthan,Sawai Madhopur,26.251081180223288,76.4219283891548,1117057,1335551
Rajasthan,Sikar,27.646440586419764,75.29317422839503,2287788,2677333
Rajasthan,Sirohi,24.797690526315797,72.75309131578945,851107,1036346
Rajasthan,Tonk,26.15393507170793,75.79192216427637,1211671,1421326
Rajasthan,Udaipur,24.440767521367487,73.84029839743584,2481201,3068420
Tamil Nadu,Ariyalur,11.190514836795256,79.22249643916912,695524,754894
Tamil Nadu,Chennai,13.058098905608746,80.28139151846807,4343645,4646732
Tamil Nadu,Coimbatore,10.871376995940453,77.0761901217862,2916620,3458045
Tamil Nadu,Cuddalore,11.57587300613498,79.63002365371497,2285395,2605914
Tamil Nadu,Dharmapuri,12.300141200000004,78.11509813333339,1295182,1506843
Tamil Nadu,Dindigul,10.377801390820574,77.78011279554937,1923014,2159775
Tamil Nadu,Erode,11.267012155963302,77.42034334862393,2016582,2251744
Tamil Nadu,Karur,10.79532776617955,78.08749686847605,935686,1064493
Tamil Nadu,Madurai,9.904313833333333,78.0136603333333,2578201,3038252
Tamil Nadu,Nagapattinam,10.789468161718288,79.79437299431483,1488839,1616450
Tamil Nadu,Namakkal,11.33766638477801,78.14624841437633,1493462,1726601
Tamil Nadu,Perambalur,11.260137758112096,78.86034011799416,493646,565223
Tamil Nadu,Pudukkottai,10.130514816433578,79.05444484265728,1459601,1618345
Tamil Nadu,Ramanathapuram,9.31286995153476,78.99185362412462,1187604,1353445
Tamil Nadu,Salem,11.629324202127654,78.2478257978723,3016346,3482056
Tamil Nadu,Sivaganga,9.960306580645158,78.56535729032254,1155356,1339101
Tamil Nadu,Thanjavur,10.387692255892237,79.3194869107745,2216138,2405890
Tamil Nadu,Theni,9.924066666666667,77.43458833333331,1093950,1245899
Tamil Nadu,Tiruvannamalai,12.419318947368414,79.23265631578953,2186125,2464875
Tamil Nadu,Vellore,12.78488263229308,79.02643283582084,3477317,3936331
Tamil Nadu,Virudhunagar,9.468872195892564,77.87641469194315,1751301,1942288
Tripura,Dhalai,23.781360477941163,91.94654283088232,310598,378230
Tripura,North Tripura,24.121739755351683,92.17842538226292,590913,693947
Tripura,South Tripura,23.211874098057386,91.6065807585568,764710,876001
Tripura,West Tripura,23.780166241299334,91.41310788863107,1532982,1725739
Uttar Pradesh,Agra,26.995129749103928,78.05278291517321,3621702,4418797
Uttar Pradesh,Aligarh,27.937485768500927,78.00146831119557,2992286,3673889
Uttar Pradesh,Allahabad,25.392038662316445,82.05172446982063,4937266,5954391
Uttar Pradesh,Ambedkar Nagar,26.39119025974028,82.68282142857147,2026876,2397888
Uttar Pradesh,Auraiya,26.668923940149607,79.42637057356606,1179993,1379545
Uttar Pradesh,Azamgarh,26.008290954773837,83.01220251256285,3939916,4613913
Uttar Pradesh,Baghpat,29.04579349999999,77.30266300000002,1163991,1303048
Uttar Pradesh,Bahraich,27.69177630057803,81.46779783237004,2701478,3487731
Uttar Pradesh,Ballia,25.86075638297873,84.03651978723408,2760667,3239774
Uttar Pradesh,Balrampur,27.449076537911324,82.47158326180256,1682350,2148665
Uttar Pradesh,Banda,25.351885902503284,80.52487391304344,1501602,1799410
Uttar Pradesh,Bara Banki,26.922777025232424,81.35762350597606,2673581,3260699
Uttar Pradesh,Bareilly,28.51101940789474,79.43187072368416,3618589,4448359
Uttar Pradesh,Basti,26.83388045454545,82.69790590909092,2084814,2464464
Uttar Pradesh,Bijnor,29.313974259681096,78.45098815489754,3131619,3682713
Uttar Pradesh,Bulandshahr,28.34875862068968,78.01082758620684,3009860,3499171
Uttar Pradesh,Chandauli,25.1180859611231,83.25307062634984,1643251,1952756
Uttar Pradesh,Chitrakoot,25.159924623803,81.07666087551297,801957,991730
Uttar Pradesh,Deoria,26.42218856548857,83.82440706860709,2714179,3100946
Uttar Pradesh,Etah,27.591155309734443,78.70021858407083,1531645,1774480
